THE,0
CEO,0
LINK,0
HE,0
AT,0
BUT,0
THERE,0
OF,0
WAS,0	
BE,0
NOT,0	
USE,0
AND,0	
FOR,0	
THIS,0	
WHAT,0	
AN,0
A,0	
ON,	
HAVE,0	
ALL,0
EACH,0
TO,0 
ARE,0
FROM,0
WERE,0
WHICH,0
IN,0
AS,0
OR,0
WE,0
SHE,0
IS,0
WITH,0
WHEN,0
DO,0
YOU,0
HIS,0
HAD,0
YOUR,0
HOW,0
THAT,0
THEY,0
BY,0
CAN,0	
THEIR,0
IT,0
I,0
WORD,0
SAID,0	
IF,0
OMG,0
TIL,0
